-5.000000e-01, 1.000000e+00, 1.000000e+00, 0.000000e+00, 2.500000e+00, 0.000000e+00, 0.000000e+00
-4.921260e-01, 1.000000e+00, 1.000000e+00, 0.000000e+00, 2.500000e+00, 0.000000e+00, 0.000000e+00
-4.842520e-01, 1.000000e+00, 1.000000e+00, 0.000000e+00, 2.500000e+00, 0.000000e+00, 0.000000e+00
-4.763780e-01, 1.000000e+00, 1.000000e+00, 0.000000e+00, 2.500000e+00, 0.000000e+00, 0.000000e+00
-4.685039e-01, 1.000000e+00, 1.000000e+00, 0.000000e+00, 2.500000e+00, 0.000000e+00, 0.000000e+00
-4.606299e-01, 1.000000e+00, 1.000000e+00, 3.108624e-17, 2.500000e+00, 2.220446e-17, 0.000000e+00
-4.527559e-01, 1.000000e+00, 1.000000e+00, 2.486900e-16, 2.500000e+00, 1.776357e-16, -1.110223e-16
-4.448819e-01, 1.000000e+00, 1.000000e+00, 1.709743e-15, 2.500000e+00, 1.221245e-15, 2.220446e-16
-4.370079e-01, 1.000000e+00, 1.000000e+00, 8.735235e-15, 2.500000e+00, 6.239453e-15, 0.000000e+00
-4.291339e-01, 1.000000e+00, 1.000000e+00, 4.257261e-14, 2.500000e+00, 3.040901e-14, -4.440892e-16
-4.212598e-01, 1.000000e+00, 1.000000e+00, 2.015632e-13, 2.500000e+00, 1.439737e-13, -1.110223e-16
-4.133858e-01, 1.000000e+00, 1.000000e+00, 9.264167e-13, 2.500000e+00, 6.617262e-13, 4.440892e-16
-4.055118e-01, 1.000000e+00, 1.000000e+00, 4.128533e-12, 2.500000e+00, 2.948952e-12, 2.220446e-16
-3.976378e-01, 1.000000e+00, 1.000000e+00, 1.783491e-11, 2.500000e+00, 1.273922e-11, -5.551115e-16
-3.897638e-01, 1.000000e+00, 1.000000e+00, 7.464342e-11, 2.500000e+00, 5.331673e-11, -1.110223e-16
-3.818898e-01, 1.000000e+00, 1.000000e+00, 3.024329e-10, 2.500000e+00, 2.160235e-10, 8.881784e-16
-3.740157e-01, 1.000000e+00, 1.000000e+00, 1.185390e-09, 2.500000e+00, 8.467070e-10, -3.330669e-16
-3.661417e-01, 1.000000e+00, 1.000000e+00, 4.490879e-09, 2.500000e+00, 3.207771e-09, 4.440892e-16
-3.582677e-01, 1.000000e+00, 1.000000e+00, 1.643039e-08, 2.500000e+00, 1.173599e-08, -1.110223e-16
-3.503937e-01, 1.000000e+00, 9.999999e-01, 5.799361e-08, 2.500000e+00, 4.142401e-08, 8.881784e-16
-3.425197e-01, 9.999998e-01, 9.999998e-01, 1.972664e-07, 2.500000e+00, 1.409046e-07, 4.662937e-15
-3.346457e-01, 9.999995e-01, 9.999993e-01, 6.458594e-07, 2.499999e+00, 4.613283e-07, 5.928591e-14
-3.267717e-01, 9.999983e-01, 9.999977e-01, 2.032562e-06, 2.499998e+00, 1.451831e-06, 5.428991e-13
-3.188976e-01, 9.999950e-01, 9.999930e-01, 6.139092e-06, 2.499995e+00, 4.385075e-06, 4.573231e-12
-3.110236e-01, 9.999854e-01, 9.999796e-01, 1.776490e-05, 2.499985e+00, 1.268929e-05, 3.514256e-11
-3.031496e-01, 9.999596e-01, 9.999435e-01, 4.915361e-05, 2.499960e+00, 3.511029e-05, 2.446927e-10
-2.952756e-01, 9.998931e-01, 9.998504e-01, 1.297449e-04, 2.499893e+00, 9.267887e-05, 1.533395e-09
-2.874016e-01, 9.997310e-01, 9.996234e-01, 3.258596e-04, 2.499731e+00, 2.327819e-04, 8.579108e-09
-2.795276e-01, 9.993574e-01, 9.991005e-01, 7.764029e-04, 2.499357e+00, 5.547161e-04, 4.244035e-08
-2.716535e-01, 9.985488e-01, 9.979691e-01, 1.749190e-03, 2.498549e+00, 1.250147e-03, 1.835114e-07
-2.637795e-01, 9.969126e-01, 9.956809e-01, 3.713522e-03, 2.496911e+00, 2.655797e-03, 6.843607e-07
-2.559055e-01, 9.938338e-01, 9.913802e-01, 7.404576e-03, 2.493828e+00, 5.302073e-03, 2.168385e-06
-2.480315e-01, 9.884757e-01, 9.839089e-01, 1.382977e-02, 2.488450e+00, 9.924259e-03, 5.744483e-06
-2.401575e-01, 9.798837e-01, 9.719631e-01, 2.416104e-02, 2.479792e+00, 1.739852e-02, 1.252000e-05
-2.322835e-01, 9.672032e-01, 9.544087e-01, 3.950614e-02, 2.466929e+00, 2.859696e-02, 2.213489e-05
-2.244094e-01, 9.499069e-01, 9.306089e-01, 6.066876e-02, 2.449211e+00, 4.423346e-02, 3.167523e-05
-2.165354e-01, 9.277974e-01, 9.004334e-01, 8.816796e-02, 2.426266e+00, 6.489097e-02, 3.965664e-05
-2.086614e-01, 9.012911e-01, 8.646078e-01, 1.217773e-01, 2.398248e+00, 9.067430e-02, 1.854279e-05
-2.007874e-01, 8.755831e-01, 8.302397e-01, 1.557680e-01, 2.370534e+00, 1.173395e-01, -2.951082e-05
-1.929134e-01, 8.505430e-01, 7.970604e-01, 1.876524e-01, 2.342799e+00, 1.430313e-01, -1.923386e-04
-1.850394e-01, 8.277601e-01, 7.674915e-01, 2.205450e-01, 2.317977e+00, 1.699026e-01, 1.681126e-05
