     0.00002    44.10526
     0.00010    11.02488
     0.00022     4.89889
     0.00040     2.75481
     0.00062     1.76240
     0.00090     1.22332
     0.00123     0.89828
     0.00160     0.68732
     0.00202     0.54268
     0.00250     0.43922
     0.00302     0.36267
     0.00360     0.30445
     0.00422     0.25915
     0.00490     0.22319
     0.00562     0.19419
     0.00640     0.17045
     0.00723     0.15078
     0.00810     0.13429
     0.00903     0.12034
     0.01000     0.10843
     0.01102     0.09818
     0.01210     0.08930
     0.01322     0.08154
     0.01440     0.07474
     0.01562     0.06874
     0.01690     0.06341
     0.01822     0.05867
     0.01960     0.05443
     0.02102     0.05062
     0.02250     0.04718
     0.02403     0.04407
     0.02560     0.04125
     0.02722     0.03868
     0.02890     0.03633
     0.03062     0.03418
     0.03240     0.03221
     0.03423     0.03040
     0.03610     0.02873
     0.03802     0.02719
     0.04000     0.02576
     0.04202     0.02443
     0.04410     0.02320
     0.04622     0.02205
     0.04840     0.02098
     0.05062     0.01998
     0.05290     0.01905
     0.05522     0.01817
     0.05760     0.01735
     0.06002     0.01658
     0.06250     0.01585
     0.06502     0.01517
     0.06760     0.01453
     0.07022     0.01392
     0.07290     0.01335
     0.07563     0.01280
     0.07840     0.01229
     0.08123     0.01180
     0.08410     0.01134
     0.08702     0.01090
     0.09000     0.01049
     0.09303     0.01009
     0.09610     0.00972
     0.09922     0.00936
     0.10240     0.00902
     0.10562     0.00869
     0.10890     0.00838
     0.11222     0.00808
     0.11560     0.00780
     0.11902     0.00753
     0.12250     0.00727
     0.12602     0.00702
     0.12960     0.00678
     0.13322     0.00655
     0.13690     0.00633
     0.14062     0.00612
     0.14440     0.00592
     0.14822     0.00573
     0.15210     0.00554
     0.15602     0.00536
     0.16000     0.00519
     0.16402     0.00503
     0.16810     0.00487
     0.17222     0.00471
     0.17640     0.00457
     0.18062     0.00442
     0.18490     0.00429
     0.18923     0.00415
     0.19360     0.00403
     0.19802     0.00390
     0.20250     0.00378
     0.20702     0.00367
     0.21160     0.00356
     0.21622     0.00345
     0.22090     0.00335
     0.22562     0.00325
     0.23040     0.00315
     0.23522     0.00305
     0.24010     0.00296
     0.24502     0.00288
     0.25000     0.00279
     0.25502     0.00271
     0.26010     0.00263
     0.26522     0.00255
     0.27040     0.00247
     0.27562     0.00240
     0.28090     0.00233
     0.28622     0.00226
     0.29160     0.00219
     0.29703     0.00213
     0.30250     0.00207
     0.30803     0.00201
     0.31360     0.00195
     0.31922     0.00189
     0.32490     0.00183
     0.33062     0.00178
     0.33640     0.00173
     0.34222     0.00167
     0.34810     0.00163
     0.35402     0.00158
     0.36000     0.00153
     0.36602     0.00148
     0.37210     0.00144
     0.37822     0.00140
     0.38440     0.00135
     0.39062     0.00131
     0.39690     0.00127
     0.40322     0.00124
     0.40960     0.00120
     0.41602     0.00116
     0.42250     0.00113
     0.42902     0.00109
     0.43560     0.00106
     0.44222     0.00102
     0.44890     0.00099
     0.45563     0.00096
     0.46240     0.00093
     0.46922     0.00090
     0.47610     0.00087
     0.48302     0.00084
     0.49000     0.00082
     0.49702     0.00079
     0.50410     0.00076
     0.51122     0.00074
     0.51840     0.00071
     0.52562     0.00069
     0.53290     0.00067
     0.54022     0.00064
     0.54760     0.00062
     0.55502     0.00060
     0.56250     0.00058
     0.57002     0.00056
     0.57760     0.00054
     0.58522     0.00052
     0.59290     0.00050
     0.60062     0.00048
     0.60840     0.00046
     0.61622     0.00045
     0.62410     0.00043
     0.63202     0.00041
     0.64000     0.00040
     0.64803     0.00038
     0.65610     0.00037
     0.66422     0.00035
     0.67240     0.00034
     0.68062     0.00032
     0.68890     0.00031
     0.69722     0.00029
     0.70560     0.00028
     0.71402     0.00027
     0.72250     0.00026
     0.73102     0.00024
     0.73960     0.00023
     0.74823     0.00022
     0.75690     0.00021
     0.76562     0.00020
     0.77440     0.00019
     0.78322     0.00018
     0.79210     0.00017
     0.80102     0.00016
     0.81000     0.00015
     0.81902     0.00014
     0.82810     0.00013
     0.83722     0.00012
     0.84640     0.00011
     0.85562     0.00010
     0.86490     0.00009
     0.87423     0.00009
     0.88360     0.00008
     0.89302     0.00007
     0.90250     0.00006
     0.91202     0.00006
     0.92160     0.00005
     0.93122     0.00004
     0.94090     0.00004
     0.95062     0.00003
     0.96040     0.00002
     0.97022     0.00002
     0.98010     0.00001
     0.99002     0.00001
     1.00000     0.00000
