
# Surface 0 of 1 surfaces

# Curve title: "g(x,y)"

# Contour 0, label:      0.4
 1.74102  1.7381  0.4 
 1.75239  1.74286  0.4 
 1.75455  1.74375  0.4 
 1.76376  1.74762  0.4 
 1.77517  1.75238  0.4 
 1.78664  1.75714  0.4 
 1.79394  1.76016  0.4 
 1.79815  1.7619  0.4 
 1.80968  1.76667  0.4 
 1.82126  1.77143  0.4 
 1.83291  1.77619  0.4 
 1.83333  1.77636  0.4 
 1.84457  1.78095  0.4 
 1.85629  1.78571  0.4 
 1.86807  1.79048  0.4 
 1.87273  1.79235  0.4 
 1.87989  1.79524  0.4 
 1.89175  1.8  0.4 
 1.90367  1.80476  0.4 
 1.91212  1.80812  0.4 
 1.91564  1.80952  0.4 
 1.92766  1.81429  0.4 
 1.93973  1.81905  0.4 
 1.95152  1.82367  0.4 
 1.95187  1.82381  0.4 
 1.96405  1.82857  0.4 
 1.97629  1.83333  0.4 
 1.98859  1.8381  0.4 
 1.99091  1.83899  0.4 
 2.00094  1.84286  0.4 
 2.01336  1.84762  0.4 
 2.02583  1.85238  0.4 
 2.0303  1.85408  0.4 
 2.03836  1.85714  0.4 
 2.05096  1.8619  0.4 
 2.06362  1.86667  0.4 
 2.0697  1.86894  0.4 
 2.07634  1.87143  0.4 
 2.08912  1.87619  0.4 
 2.10197  1.88095  0.4 
 2.10909  1.88358  0.4 
 2.11489  1.88571  0.4 
 2.12787  1.89048  0.4 
 2.14092  1.89524  0.4 
 2.14848  1.89799  0.4 
 2.15403  1.9  0.4 
 2.16722  1.90476  0.4 
 2.18047  1.90952  0.4 
 2.18788  1.91217  0.4 
 2.1938  1.91429  0.4 
 2.2072  1.91905  0.4 
 2.22067  1.92381  0.4 
 2.22727  1.92614  0.4 
 2.23421  1.92857  0.4 
 2.24783  1.93333  0.4 
 2.26151  1.9381  0.4 
 2.26667  1.93988  0.4 
 2.27529  1.94286  0.4 
 2.28913  1.94762  0.4 
 2.30304  1.95238  0.4 
 2.30606  1.95341  0.4 
 2.31705  1.95714  0.4 
 2.33113  1.9619  0.4 
 2.34526  1.96667  0.4 
 2.34545  1.96673  0.4 
 2.35952  1.97143  0.4 
 2.37384  1.97619  0.4 
 2.38485  1.97984  0.4 
 2.38822  1.98095  0.4 
 2.40272  1.98571  0.4 
 2.41728  1.99048  0.4 
 2.42424  1.99274  0.4 
 2.43193  1.99524  0.4 
 2.44668  2  0.4 

 0.771233  1.5619  0.4 
 0.777688  1.55714  0.4 
 0.784096  1.55238  0.4 
 0.790456  1.54762  0.4 
 0.796769  1.54286  0.4 
 0.803035  1.5381  0.4 
 0.809091  1.53346  0.4 
 0.80931  1.53333  0.4 
 0.817675  1.52857  0.4 
 0.825975  1.52381  0.4 
 0.83421  1.51905  0.4 
 0.84238  1.51429  0.4 
 0.848485  1.5107  0.4 
 0.851333  1.50952  0.4 
 0.862787  1.50476  0.4 
 0.874147  1.5  0.4 
 0.885415  1.49524  0.4 
 0.887879  1.49419  0.4 
 0.901442  1.49048  0.4 
 0.918698  1.48571  0.4 
 0.927273  1.48333  0.4 
 0.943432  1.48095  0.4 
 0.966667  1.47751  0.4 
 1.00363  1.47619  0.4 
 1.00606  1.4761  0.4 
 1.00749  1.47619  0.4 
 1.04545  1.47848  0.4 
 1.06275  1.48095  0.4 
 1.08485  1.48408  0.4 
 1.09259  1.48571  0.4 
 1.11531  1.49048  0.4 
 1.12424  1.49233  0.4 
 1.13513  1.49524  0.4 
 1.15311  1.5  0.4 
 1.16364  1.50276  0.4 
 1.17003  1.50476  0.4 
 1.18539  1.50952  0.4 
