
# Surface 0 of 1 surfaces

# Curve title: "g(x,y)"

# Contour 0, label:      0.4
 0.641894  1.67619  0.4 
 0.63859  1.68095  0.4 
 0.635276  1.68571  0.4 
 0.63195  1.69048  0.4 
 0.628613  1.69524  0.4 
 0.625265  1.7  0.4 
 0.621906  1.70476  0.4 
 0.618537  1.70952  0.4 
 0.615156  1.71429  0.4 
 0.612121  1.71855  0.4 
 0.611829  1.71905  0.4 
 0.609038  1.72381  0.4 
 0.606238  1.72857  0.4 
 0.603428  1.73333  0.4 
 0.600608  1.7381  0.4 
 0.597779  1.74286  0.4 
 0.594941  1.74762  0.4 
 0.592092  1.75238  0.4 
 0.589235  1.75714  0.4 
 0.586368  1.7619  0.4 
 0.583491  1.76667  0.4 
 0.580605  1.77143  0.4 
 0.57771  1.77619  0.4 
 0.574805  1.78095  0.4 
 0.572727  1.78435  0.4 
 0.572045  1.78571  0.4 
 0.569659  1.79048  0.4 
 0.567264  1.79524  0.4 
 0.564861  1.8  0.4 
 0.562451  1.80476  0.4 
 0.560032  1.80952  0.4 
 0.557605  1.81429  0.4 
 0.55517  1.81905  0.4 
 0.552727  1.82381  0.4 
 0.550276  1.82857  0.4 
 0.547818  1.83333  0.4 
 0.545351  1.8381  0.4 
 0.542876  1.84286  0.4 
 0.540394  1.84762  0.4 
 0.537904  1.85238  0.4 
 0.535405  1.85714  0.4 
 0.533333  1.86108  0.4 
 0.532981  1.8619  0.4 
 0.530943  1.86667  0.4 
 0.528898  1.87143  0.4 
 0.526846  1.87619  0.4 
 0.524787  1.88095  0.4 
 0.522722  1.88571  0.4 
 0.52065  1.89048  0.4 
 0.518571  1.89524  0.4 
 0.516486  1.9  0.4 
 0.514394  1.90476  0.4 
 0.512295  1.90952  0.4 
 0.510191  1.91429  0.4 
 0.508079  1.91905  0.4 
 0.505961  1.92381  0.4 
 0.503836  1.92857  0.4 
 0.501705  1.93333  0.4 
 0.499568  1.9381  0.4 
 0.497424  1.94286  0.4 
 0.495273  1.94762  0.4 
 0.493939  1.95056  0.4 
 0.493278  1.95238  0.4 
 0.491539  1.95714  0.4 
 0.489794  1.9619  0.4 
 0.488044  1.96667  0.4 
 0.486289  1.97143  0.4 
 0.484528  1.97619  0.4 
 0.482762  1.98095  0.4 
 0.48099  1.98571  0.4 
 0.479213  1.99048  0.4 
 0.477431  1.99524  0.4 
 0.475643  2  0.4 

 1.83333  1.47872  0.4 
 1.81354  1.47619  0.4 
 1.79394  1.47366  0.4 
 1.77641  1.47143  0.4 
 1.75455  1.46861  0.4 
 1.73917  1.46667  0.4 
 1.71515  1.46359  0.4 
 1.70171  1.4619  0.4 
 1.67576  1.45861  0.4 
 1.6639  1.45714  0.4 
 1.63636  1.45369  0.4 
 1.62556  1.45238  0.4 
 1.59697  1.44886  0.4 
 1.58645  1.44762  0.4 
 1.55758  1.44415  0.4 
 1.54624  1.44286  0.4 
 1.51818  1.4396  0.4 
 1.50443  1.4381  0.4 
 1.47879  1.43525  0.4 
 1.46028  1.43333  0.4 
 1.43939  1.43114  0.4 
 1.41256  1.42857  0.4 
 1.4  1.42735  0.4 
 1.36061  1.42394  0.4 
 1.35878  1.42381  0.4 
 1.32121  1.421  0.4 
 1.28849  1.41905  0.4 
 1.28182  1.41864  0.4 
 1.24242  1.41697  0.4 
 1.20303  1.41615  0.4 
 1.16364  1.41634  0.4 
 1.12424  1.41776  0.4 
 1.1065  1.41905  0.4 
 1.08485  1.42063  0.4 
 1.05762  1.42381  0.4 
 1.04545  1.42524  0.4 
 1.0257  1.42857  0.4 
 1.00606  1.43191  0.4 
 0.999861  1.43333  0.4 
 0.979214  1.4381  0.4 
 0.966667  1.441  0.4 
 0.960534  1.44286  0.4 
 0.944802  1.44762  0.4 
 0.929134  1.45238  0.4 
 0.927273  1.45295  0.4 
 0.916417  1.45714  0.4 
 0.904115  1.4619  0.4 
 0.891837  1.46667  0.4 
 0.887879  1.4682  0.4 
 0.88122  1.47143  0.4 
 0.871391  1.47619  0.4 
 0.861564  1.48095  0.4 
 0.851739  1.48571  0.4 
 0.848485  1.48729  0.4 
 0.843156  1.49048  0.4 
 0.835181  1.49524  0.4 
 0.827197  1.5  0.4 
 0.819206  1.50476  0.4 
 0.811206  1.50952  0.4 
 0.809091  1.51078  0.4 
 0.804275  1.51429  0.4 
 0.797719  1.51905  0.4 
 0.791151  1.52381  0.4 
 0.784569  1.52857  0.4 
 0.777975  1.53333  0.4 
 0.771369  1.5381  0.4 
 0.769697  1.53929  0.4 
 0.765635  1.54286  0.4 
 0.760187  1.54762  0.4 
 0.754725  1.55238  0.4 
 0.749248  1.55714  0.4 
 0.743758  1.5619  0.4 
 0.738254  1.56667  0.4 
 0.732737  1.57143  0.4 
 0.730303  1.57352  0.4 
 0.727753  1.57619  0.4 
 0.723187  1.58095  0.4 
 0.718607  1.58571  0.4 
 0.714014  1.59048  0.4 
 0.709406  1.59524  0.4 
 0.704786  1.6  0.4 
 0.700151  1.60476  0.4 
 0.695503  1.60952  0.4 
 0.690909  1.61422  0.4 
 0.690854  1.61429  0.4 
 0.687004  1.61905  0.4 
 0.683141  1.62381  0.4 
 0.679265  1.62857  0.4 
 0.675377  1.63333  0.4 
 0.671476  1.6381  0.4 
 0.667563  1.64286  0.4 
 0.663637  1.64762  0.4 
 0.659699  1.65238  0.4 
 0.655748  1.65714  0.4 
 0.651785  1.6619  0.4 
 0.651515  1.66223  0.4 
 0.648467  1.66667  0.4 
 0.645186  1.67143  0.4 
 0.641894  1.67619  0.4 

 4  1.68535  0.4 
 3.96061  1.68277  0.4 
 3.93309  1.68095  0.4 
 3.92121  1.68016  0.4 
 3.88182  1.67752  0.4 
 3.8622  1.67619  0.4 
 3.84242  1.67484  0.4 
 3.80303  1.67214  0.4 
 3.79284  1.67143  0.4 
 3.76364  1.66939  0.4 
 3.72495  1.66667  0.4 
 3.72424  1.66662  0.4 
 3.68485  1.6638  0.4 
 3.65858  1.6619  0.4 
 3.64545  1.66095  0.4 
 3.60606  1.65807  0.4 
 3.59358  1.65714  0.4 
 3.56667  1.65514  0.4 
 3.52991  1.65238  0.4 
 3.52727  1.65218  0.4 
 3.48788  1.64918  0.4 
 3.46761  1.64762  0.4 
 3.44848  1.64614  0.4 
 3.40909  1.64306  0.4 
 3.40653  1.64286  0.4 
 3.3697  1.63993  0.4 
 3.34674  1.6381  0.4 
 3.3303  1.63677  0.4 
 3.29091  1.63356  0.4 
 3.28809  1.63333  0.4 
 3.25152  1.63031  0.4 
 3.23065  1.62857  0.4 
 3.21212  1.62702  0.4 
 3.17428  1.62381  0.4 
 3.17273  1.62368  0.4 
 3.13333  1.62029  0.4 
 3.11905  1.61905  0.4 
 3.09394  1.61685  0.4 
