1.000000e+01, 5.166152e+00, 1.000000e+01, 5.176152e+00, 1.000000e+01, 5.186152e+00, 1.000000e+01, 5.196152e+00, 1.000000e+01, 5.206152e+00, 1.000000e+01, 5.216152e+00, 1.000000e+01, 5.226152e+00, 1.390192e-01, -4.618935e-01
9.956434e+00, 5.167937e+00, 9.956481e+00, 5.177936e+00, 9.956527e+00, 5.187935e+00, 9.956574e+00, 5.197934e+00, 9.956620e+00, 5.207933e+00, 9.956666e+00, 5.217932e+00, 9.956712e+00, 5.227931e+00, 1.221064e-01, -4.686372e-01
9.913150e+00, 5.169704e+00, 9.913243e+00, 5.179702e+00, 9.913335e+00, 5.189700e+00, 9.913427e+00, 5.199699e+00, 9.913519e+00, 5.209697e+00, 9.913610e+00, 5.219695e+00, 9.913700e+00, 5.229693e+00, 1.050149e-01, -4.747304e-01
9.870145e+00, 5.171454e+00, 9.870283e+00, 5.181451e+00, 9.870420e+00, 5.191449e+00, 9.870557e+00, 5.201446e+00, 9.870693e+00, 5.211444e+00, 9.870828e+00, 5.221441e+00, 9.870963e+00, 5.231439e+00, 8.777075e-02, -4.801739e-01
9.827416e+00, 5.173187e+00, 9.827599e+00, 5.183184e+00, 9.827780e+00, 5.193181e+00, 9.827961e+00, 5.203177e+00, 9.828140e+00, 5.213174e+00, 9.828319e+00, 5.223171e+00, 9.828496e+00, 5.233167e+00, 7.039946e-02, -4.849697e-01
9.784960e+00, 5.174904e+00, 9.785186e+00, 5.184900e+00, 9.785411e+00, 5.194896e+00, 9.785635e+00, 5.204892e+00, 9.785857e+00, 5.214888e+00, 9.786078e+00, 5.224883e+00, 9.786298e+00, 5.234879e+00, 5.292600e-02, -4.891206e-01
9.742775e+00, 5.176605e+00, 9.743044e+00, 5.186600e+00, 9.743311e+00, 5.196595e+00, 9.743577e+00, 5.206590e+00, 9.743841e+00, 5.216585e+00, 9.744104e+00, 5.226580e+00, 9.744366e+00, 5.236575e+00, 3.537479e-02, -4.926303e-01
9.700856e+00, 5.178289e+00, 9.701167e+00, 5.188283e+00, 9.701476e+00, 5.198277e+00, 9.701783e+00, 5.208271e+00, 9.702089e+00, 5.218266e+00, 9.702393e+00, 5.228260e+00, 9.702695e+00, 5.238254e+00, 1.776965e-02, -4.955032e-01
9.659203e+00, 5.179956e+00, 9.659554e+00, 5.189950e+00, 9.659904e+00, 5.199943e+00, 9.660252e+00, 5.209937e+00, 9.660598e+00, 5.219931e+00, 9.660942e+00, 5.229924e+00, 9.661284e+00, 5.239918e+00, 1.338189e-04, -4.977447e-01
9.617810e+00, 5.181608e+00, 9.618202e+00, 5.191601e+00, 9.618592e+00, 5.201594e+00, 9.618980e+00, 5.211587e+00, 9.619365e+00, 5.221579e+00, 9.619749e+00, 5.231572e+00, 9.620131e+00, 5.241565e+00, -1.751008e-02, -4.993608e-01
9.576676e+00, 5.183244e+00, 9.577108e+00, 5.193236e+00, 9.577537e+00, 5.203228e+00, 9.577964e+00, 5.213220e+00, 9.578389e+00, 5.223212e+00, 9.578811e+00, 5.233204e+00, 9.579231e+00, 5.243197e+00, -3.514007e-02, -5.003582e-01
9.535799e+00, 5.184863e+00, 9.536269e+00, 5.194855e+00, 9.536737e+00, 5.204846e+00, 9.537202e+00, 5.214838e+00, 9.537665e+00, 5.224829e+00, 9.538125e+00, 5.234821e+00, 9.538583e+00, 5.244812e+00, -5.273479e-02, -5.007444e-01
9.495174e+00, 5.186468e+00, 9.495683e+00, 5.196458e+00, 9.496188e+00, 5.206449e+00, 9.496691e+00, 5.216440e+00, 9.497191e+00, 5.226431e+00, 9.497689e+00, 5.236422e+00, 9.498184e+00, 5.246413e+00, -7.027354e-02, -5.005275e-01
9.454800e+00, 5.188056e+00, 9.455346e+00, 5.198046e+00, 9.455889e+00, 5.208037e+00, 9.456429e+00, 5.218027e+00, 9.456966e+00, 5.228017e+00, 9.457500e+00, 5.238007e+00, 9.458031e+00, 5.247997e+00, -8.773627e-02, -4.997160e-01
