1.000000e+04, 5.166152e+00, 1.000000e+04, 5.176152e+00, 1.000000e+04, 5.186152e+00, 1.000000e+04, 5.196152e+00, 1.000000e+04, 5.206152e+00, 1.000000e+04, 5.216152e+00, 1.000000e+04, 5.226152e+00, -4.983432e-04, -1.607076e-04
2.053255e+03, 5.166563e+00, 2.056412e+03, 5.176564e+00, 2.059567e+03, 5.186564e+00, 2.062719e+03, 5.196565e+00, 2.065869e+03, 5.206566e+00, 2.069016e+03, 5.216566e+00, 2.072161e+03, 5.226567e+00, -7.169949e-04, 2.419261e-03
1.144077e+03, 5.166610e+00, 1.146038e+03, 5.176611e+00, 1.147998e+03, 5.186612e+00, 1.149957e+03, 5.196612e+00, 1.151915e+03, 5.206613e+00, 1.153873e+03, 5.216614e+00, 1.155829e+03, 5.226615e+00, -5.405206e-04, 4.490516e-03
7.929527e+02, 5.166628e+00, 7.943657e+02, 5.176629e+00, 7.957783e+02, 5.186630e+00, 7.971904e+02, 5.196631e+00, 7.986022e+02, 5.206631e+00, 8.000135e+02, 5.216632e+00, 8.014243e+02, 5.226633e+00, 1.134992e-03, -6.423079e-03
6.067365e+02, 5.166638e+00, 6.078396e+02, 5.176638e+00, 6.089425e+02, 5.186639e+00, 6.100450e+02, 5.196640e+00, 6.111474e+02, 5.206641e+00, 6.122494e+02, 5.216642e+00, 6.133512e+02, 5.226643e+00, 2.467445e-03, -8.157228e-03
4.913455e+02, 5.166643e+00, 4.922498e+02, 5.176644e+00, 4.931540e+02, 5.186645e+00, 4.940579e+02, 5.196646e+00, 4.949617e+02, 5.206647e+00, 4.958653e+02, 5.216648e+00, 4.967688e+02, 5.226649e+00, 2.530130e-03, 1.021317e-02
4.128291e+02, 5.166647e+00, 4.135952e+02, 5.176648e+00, 4.143612e+02, 5.186649e+00, 4.151270e+02, 5.196650e+00, 4.158927e+02, 5.206651e+00, 4.166583e+02, 5.216652e+00, 4.174238e+02, 5.226653e+00, -1.158087e-02, -4.761603e-03
3.559465e+02, 5.166650e+00, 3.566109e+02, 5.176651e+00, 3.572753e+02, 5.186652e+00, 3.579396e+02, 5.196653e+00, 3.586037e+02, 5.206654e+00, 3.592678e+02, 5.216655e+00, 3.599318e+02, 5.226656e+00, -1.156510e-02, 8.781470e-03
3.128387e+02, 5.166652e+00, 3.134253e+02, 5.176653e+00, 3.140118e+02, 5.186654e+00, 3.145983e+02, 5.196655e+00, 3.151847e+02, 5.206656e+00, 3.157710e+02, 5.216657e+00, 3.163572e+02, 5.226657e+00, -1.571205e-02, 5.105967e-03
2.790424e+02, 5.166653e+00, 2.795674e+02, 5.176654e+00, 2.800924e+02, 5.186655e+00, 2.806174e+02, 5.196656e+00, 2.811423e+02, 5.206657e+00, 2.816671e+02, 5.216658e+00, 2.821918e+02, 5.226659e+00, 1.851617e-02, 4.021251e-04
2.518344e+02, 5.166654e+00, 2.523096e+02, 5.176655e+00, 2.527847e+02, 5.186656e+00, 2.532598e+02, 5.196657e+00, 2.537349e+02, 5.206658e+00, 2.542099e+02, 5.216659e+00, 2.546848e+02, 5.226660e+00, -1.509194e-02, -1.390365e-02
2.294592e+02, 5.166654e+00, 2.298931e+02, 5.176655e+00, 2.303270e+02, 5.186656e+00, 2.307609e+02, 5.196657e+00, 2.311948e+02, 5.206658e+00, 2.316286e+02, 5.216659e+00, 2.320623e+02, 5.226660e+00, 2.245280e-02, 1.736395e-03
2.107340e+02, 5.166655e+00, 2.111333e+02, 5.176656e+00, 2.115325e+02, 5.186656e+00, 2.119318e+02, 5.196657e+00, 2.123310e+02, 5.206658e+00, 2.127302e+02, 5.216659e+00, 2.131293e+02, 5.226660e+00, 2.450393e-02, -8.737291e-04
1.948329e+02, 5.166654e+00, 1.952027e+02, 5.176655e+00, 1.955724e+02, 5.186656e+00, 1.959422e+02, 5.196657e+00, 1.963119e+02, 5.206658e+00, 1.966815e+02, 5.216659e+00, 1.970512e+02, 5.226660e+00, -2.410371e-02, 1.105790e-02
1.811618e+02, 5.166654e+00, 1.815061e+02, 5.176655e+00, 1.818504e+02, 5.186656e+00, 1.821946e+02, 5.196657e+00, 1.825389e+02, 5.206658e+00, 1.828831e+02, 5.216659e+00, 1.832273e+02, 5.226660e+00, 3.896039e-03, 2.825144e-02
1.692821e+02, 5.166653e+00, 1.696042e+02, 5.176654e+00, 1.699263e+02, 5.186655e+00, 1.702484e+02, 5.196656e+00, 1.705705e+02, 5.206657e+00, 1.708925e+02, 5.216658e+00, 1.712146e+02, 5.226659e+00, -1.187509e-02, 2.811334e-02
1.588634e+02, 5.166652e+00, 1.591660e+02, 5.176653e+00, 1.594686e+02, 5.186654e+00, 1.597712e+02, 5.196655e+00, 1.600738e+02, 5.206656e+00, 1.603763e+02, 5.216657e+00, 1.606788e+02, 5.226658e+00, -2.157648e-02, -2.432867e-02
