1.000000e+01, 1.000000e-01, 1.000000e+01, 3.966667e-01, 1.000000e+01, 6.933333e-01, 1.000000e+01, 9.900000e-01, 1.000000e+01, 1.286667e+00, 1.000000e+01, 1.583333e+00, 1.000000e+01, 1.880000e+00, 1.000000e+01, 2.176667e+00, 1.000000e+01, 2.473333e+00, 1.000000e+01, 2.770000e+00, 1.000000e+01, 3.066667e+00, 1.000000e+01, 3.363333e+00, 1.000000e+01, 3.660000e+00, 1.000000e+01, 3.956667e+00, 1.000000e+01, 4.253333e+00, 1.000000e+01, 4.550000e+00, 1.000000e+01, 4.846667e+00, 1.000000e+01, 5.143333e+00, 1.000000e+01, 5.440000e+00, 1.000000e+01, 5.736667e+00, 1.000000e+01, 6.033333e+00, 1.000000e+01, 6.330000e+00, 1.000000e+01, 6.626667e+00, 1.000000e+01, 6.923333e+00, 1.000000e+01, 7.220000e+00, 1.000000e+01, 7.516667e+00, 1.000000e+01, 7.813333e+00, 1.000000e+01, 8.110000e+00, 1.000000e+01, 8.406667e+00, 5.520652e-01, 4.562225e-01
5.288590e+00, 1.055586e-01, 8.177127e+00, 4.051724e-01, 8.874333e+00, 7.024596e-01, 9.186727e+00, 9.993313e-01, 9.363186e+00, 1.296051e+00, 9.476051e+00, 1.592697e+00, 9.554078e+00, 1.889300e+00, 9.610965e+00, 2.185874e+00, 9.654069e+00, 2.482429e+00, 9.687693e+00, 2.778970e+00, 9.714520e+00, 3.075500e+00, 9.736315e+00, 3.372022e+00, 9.754279e+00, 3.668538e+00, 9.769264e+00, 3.965050e+00, 9.781888e+00, 4.261559e+00, 9.792611e+00, 4.558066e+00, 9.801780e+00, 4.854571e+00, 9.809665e+00, 5.151077e+00, 9.816478e+00, 5.447582e+00, 9.822387e+00, 5.744089e+00, 9.827526e+00, 6.040597e+00, 9.832006e+00, 6.337106e+00, 9.835918e+00, 6.633618e+00, 9.839335e+00, 6.930133e+00, 9.842320e+00, 7.226650e+00, 9.844927e+00, 7.523169e+00, 9.847199e+00, 7.819692e+00, 9.849175e+00, 8.116219e+00, 9.850887e+00, 8.412748e+00, 6.040935e-01, 3.988631e-01
3.594290e+00, 1.075531e-01, 6.915109e+00, 4.110476e-01, 7.974970e+00, 7.097286e-01, 8.494202e+00, 1.007246e+00, 8.800982e+00, 1.304297e+00, 9.002600e+00, 1.601111e+00, 9.144535e+00, 1.897786e+00, 9.249362e+00, 2.194371e+00, 9.329558e+00, 2.490893e+00, 9.392581e+00, 2.787372e+00, 9.443161e+00, 3.083817e+00, 9.484445e+00, 3.380237e+00, 9.518604e+00, 3.676639e+00, 9.547188e+00, 3.973026e+00, 9.571331e+00, 4.269403e+00, 9.591881e+00, 4.565772e+00, 9.609486e+00, 4.862136e+00, 9.624648e+00, 5.158497e+00, 9.637764e+00, 5.454857e+00, 9.649149e+00, 5.751217e+00, 9.659060e+00, 6.047578e+00, 9.667703e+00, 6.343942e+00, 9.675251e+00, 6.640308e+00, 9.681846e+00, 6.936679e+00, 9.687607e+00, 7.233055e+00, 9.692636e+00, 7.529436e+00, 9.697017e+00, 7.825822e+00, 9.700823e+00, 8.122214e+00, 9.704118e+00, 8.418612e+00, 6.493347e-01, 3.370607e-01
2.721619e+00, 1.085733e-01, 5.989397e+00, 4.153410e-01, 7.239729e+00, 7.156460e-01, 7.897255e+00, 1.014035e+00, 8.300887e+00, 1.311590e+00, 8.572587e+00, 1.608704e+00, 8.767012e+00, 1.905552e+00, 8.912316e+00, 2.202227e+00, 9.024475e+00, 2.498781e+00, 9.113228e+00, 2.795249e+00, 9.184850e+00, 3.091653e+00, 9.243568e+00, 3.388007e+00, 9.292330e+00, 3.684325e+00, 9.333256e+00, 3.980614e+00, 9.367908e+00, 4.276882e+00, 9.397463e+00, 4.573134e+00, 9.422826e+00, 4.869374e+00, 9.444701e+00, 5.165606e+00, 9.463644e+00, 5.461834e+00, 9.480103e+00, 5.758060e+00, 9.494439e+00, 6.054285e+00, 9.506947e+00, 6.350513e+00, 9.517873e+00, 6.646744e+00, 9.527421e+00, 6.942980e+00, 9.535760e+00, 7.239222e+00, 9.543035e+00, 7.535470e+00, 9.549369e+00, 7.831726e+00, 9.554868e+00, 8.127990e+00, 9.559620e+00, 8.424262e+00, 6.875914e-01, 2.716748e-01
2.189385e+00, 1.091856e-01, 5.281189e+00, 4.186065e-01, 6.627292e+00, 7.205470e-01, 7.377252e+00, 1.019912e+00, 7.853045e+00, 1.318077e+00, 8.180207e+00, 1.615580e+00, 8.417819e+00, 1.912676e+00, 8.597341e+00, 2.209502e+00, 8.737065e+00, 2.506140e+00, 8.848350e+00, 2.802640e+00, 8.938621e+00, 3.099039e+00, 9.012938e+00, 3.395359e+00, 9.074866e+00, 3.691619e+00, 9.126990e+00, 3.987834e+00, 9.171228e+00, 4.284013e+00, 9.209033e+00, 4.580165e+00, 9.241528e+00, 4.876297e+00, 9.269590e+00, 5.172415e+00, 9.293918e+00, 5.468523e+00, 9.315073e+00, 5.764626e+00, 9.333510e+00, 6.060726e+00, 9.349604e+00, 6.356827e+00, 9.363664e+00, 6.652931e+00, 9.375950e+00, 6.949040e+00, 9.386679e+00, 7.245155e+00, 9.396035e+00, 7.541278e+00, 9.404175e+00, 7.837409e+00, 9.411233e+00, 8.133550e+00, 9.417325e+00, 8.429702e+00, 7.187662e-01, 2.035362e-01
1.830760e+00, 1.095854e-01, 4.721739e+00, 4.211642e-01, 6.109135e+00, 7.246629e-01, 6.920109e+00, 1.025039e+00, 7.449579e+00, 1.323873e+00, 7.820647e+00, 1.621826e+00, 8.093811e+00, 1.919224e+00, 8.302276e+00, 2.216250e+00, 8.465781e+00, 2.513011e+00, 8.596800e+00, 2.809580e+00, 8.703598e+00, 3.106003e+00, 8.791871e+00, 3.402316e+00, 8.865669e+00, 3.698542e+00, 8.927951e+00, 3.994702e+00, 8.980929e+00, 4.290810e+00, 9.026288e+00, 4.586879e+00, 9.065335e+00, 4.882917e+00, 9.099098e+00, 5.178933e+00, 9.128397e+00, 5.474934e+00, 9.153894e+00, 5.770924e+00, 9.176129e+00, 6.066909e+00, 9.195544e+00, 6.362892e+00, 9.212509e+00, 6.658876e+00, 9.227331e+00, 6.954865e+00, 9.240272e+00, 7.250859e+00, 9.251551e+00, 7.546863e+00, 9.261356e+00, 7.842876e+00, 9.269848e+00, 8.138899e+00, 9.277168e+00, 8.434935e+00, 7.428509e-01, 1.334391e-01
1.830760e+00, 1.095854e-01, 4.268505e+00, 4.232116e-01, 5.664928e+00, 7.281579e-01, 6.514977e+00, 1.029542e+00, 7.084118e+00, 1.329074e+00, 7.489877e+00, 1.627515e+00, 7.792291e+00, 1.925254e+00, 8.025230e+00, 2.222514e+00, 8.209249e+00, 2.519432e+00, 8.357549e+00, 2.816098e+00, 8.478991e+00, 3.112572e+00, 8.579746e+00, 3.408899e+00, 8.664240e+00, 3.705112e+00, 8.735732e+00, 4.001235e+00, 8.796674e+00, 4.297288e+00, 8.848944e+00, 4.593287e+00, 8.894007e+00, 4.889244e+00, 8.933017e+00, 5.185170e+00, 8.966902e+00, 5.481073e+00, 8.996411e+00, 5.776961e+00, 9.022157e+00, 6.072838e+00, 9.044645e+00, 6.368711e+00, 9.064297e+00, 6.664584e+00, 9.081466e+00, 6.960459e+00, 9.096449e+00, 7.256340e+00, 9.109501e+00, 7.552229e+00, 9.120837e+00, 7.848129e+00, 9.130645e+00, 8.144041e+00, 9.139084e+00, 8.439966e+00, 7.599166e-01, 6.213406e-02
1.830760e+00, 1.095854e-01, 3.893752e+00, 4.248770e-01, 5.279794e+00, 7.311520e-01, 6.153367e+00, 1.033516e+00, 6.751454e+00, 1.333756e+00, 7.184503e+00, 1.632707e+00, 7.510934e+00, 1.930814e+00, 7.764545e+00, 2.228336e+00, 7.966247e+00, 2.525436e+00, 8.129671e+00, 2.822222e+00, 8.264081e+00, 3.118768e+00, 8.375992e+00, 3.415128e+00, 8.470118e+00, 3.711344e+00, 8.549956e+00, 4.007447e+00, 8.618150e+00, 4.303459e+00, 8.676739e+00, 4.599401e+00, 8.727319e+00, 4.895289e+00, 8.771155e+00, 5.191135e+00, 8.809265e+00, 5.486951e+00, 8.842476e+00, 5.782744e+00, 8.871464e+00, 6.078522e+00, 8.896791e+00, 6.374293e+00, 8.918925e+00, 6.670060e+00, 8.938259e+00, 6.965828e+00, 8.955125e+00, 7.261601e+00, 8.969808e+00, 7.557382e+00, 8.982548e+00, 7.853174e+00, 8.993556e+00, 8.148978e+00, 9.003012e+00, 8.444796e+00, 7.701037e-01, -9.676563e-03
1.830760e+00, 1.095854e-01, 3.578622e+00, 4.262470e-01, 4.942592e+00, 7.337345e-01, 5.828541e+00, 1.037039e+00, 6.447288e+00, 1.337982e+00, 6.901643e+00, 1.637455e+00, 7.247724e+00, 1.935947e+00, 7.518762e+00, 2.233751e+00, 7.735684e+00, 2.531052e+00, 7.912330e+00, 2.827976e+00, 8.058212e+00, 3.124611e+00, 8.180086e+00, 3.421022e+00, 8.282880e+00, 3.717256e+00, 8.370272e+00, 4.013351e+00, 8.445063e+00, 4.309335e+00, 8.509424e+00, 4.605232e+00, 8.565059e+00, 4.901061e+00, 8.613328e+00, 5.196837e+00, 8.655326e+00, 5.492573e+00, 8.691948e+00, 5.788280e+00, 8.723926e+00, 6.083967e+00, 8.751872e+00, 6.379641e+00, 8.776293e+00, 6.675309e+00, 8.797621e+00, 6.970976e+00, 8.816218e+00, 7.266647e+00, 8.832396e+00, 7.562325e+00, 8.846420e+00, 7.858013e+00, 8.858520e+00, 8.153714e+00, 8.868895e+00, 8.449429e+00, 7.736119e-01, -8.134209e-02
1.830760e+00, 1.095854e-01, 3.309850e+00, 4.273823e-01, 4.644815e+00, 7.359735e-01, 5.535083e+00, 1.040172e+00, 6.168040e+00, 1.341805e+00, 6.638833e+00, 1.641802e+00, 7.000904e+00, 1.940689e+00, 7.286586e+00, 2.238788e+00, 7.516583e+00, 2.536305e+00, 7.704769e+00, 2.833383e+00, 7.860788e+00, 3.130122e+00, 7.991549e+00, 3.426597e+00, 8.102132e+00, 3.722862e+00, 8.196355e+00, 4.018961e+00, 8.277142e+00, 4.314927e+00, 8.346767e+00, 4.610789e+00, 8.407028e+00, 4.906567e+00, 8.459363e+00, 5.202282e+00, 8.504935e+00, 5.497947e+00, 8.544694e+00, 5.793575e+00, 8.579425e+00, 6.089177e+00, 8.609780e+00, 6.384762e+00, 8.636307e+00, 6.680336e+00, 8.659466e+00, 6.975908e+00, 8.679650e+00, 7.271481e+00, 8.697194e+00, 7.567060e+00, 8.712386e+00, 7.862650e+00, 8.725474e+00, 8.158252e+00, 8.736674e+00, 8.453869e+00, 7.706908e-01, -1.522657e-01
1.830760e+00, 1.095854e-01, 3.077831e+00, 4.283264e-01, 4.379856e+00, 7.379213e-01, 5.268588e+00, 1.042965e+00, 5.910704e+00, 1.345268e+00, 6.393956e+00, 1.645786e+00, 6.768938e+00, 1.945073e+00, 7.066871e+00, 2.243475e+00, 7.308067e+00, 2.541219e+00, 7.506304e+00, 2.838463e+00, 7.671262e+00, 3.135318e+00, 7.809937e+00, 3.431867e+00, 7.927512e+00, 3.728174e+00, 8.027903e+00, 4.024287e+00, 8.114130e+00, 4.320245e+00, 8.188551e+00, 4.616080e+00, 8.253040e+00, 4.911818e+00, 8.309098e+00, 5.207478e+00, 8.357948e+00, 5.503079e+00, 8.400588e+00, 5.798635e+00, 8.437848e+00, 6.094158e+00, 8.470416e+00, 6.389659e+00, 8.498874e+00, 6.685147e+00, 8.523711e+00, 6.980627e+00, 8.545345e+00, 7.276108e+00, 8.564134e+00, 7.571593e+00, 8.580383e+00, 7.867088e+00, 8.594361e+00, 8.162595e+00, 8.606296e+00, 8.458117e+00, 7.616321e-01, -2.219056e-01
1.830760e+00, 1.095854e-01, 2.875439e+00, 4.291112e-01, 4.142504e+00, 7.396191e-01, 5.025438e+00, 1.045459e+00, 5.672740e+00, 1.348408e+00, 6.165183e+00, 1.649438e+00, 6.550473e+00, 1.949126e+00, 6.858595e+00, 2.247837e+00, 7.109344e+00, 2.545816e+00, 7.316310e+00, 2.843234e+00, 7.489135e+00, 3.140213e+00, 7.634845e+00, 3.436847e+00, 7.758682e+00, 3.733204e+00, 7.864634e+00, 4.029341e+00, 7.955788e+00, 4.325299e+00, 8.034572e+00, 4.621116e+00, 8.102916e+00, 4.916819e+00, 8.162379e+00, 5.212432e+00, 8.214230e+00, 5.507976e+00, 8.259511e+00, 5.803466e+00, 8.299088e+00, 6.098916e+00, 8.333684e+00, 6.394339e+00, 8.363909e+00, 6.689743e+00, 8.390278e+00, 6.985138e+00, 8.413232e+00, 7.280531e+00, 8.433148e+00, 7.575927e+00, 8.450351e+00, 7.871330e+00, 8.465123e+00, 8.166746e+00, 8.477709e+00, 8.462177e+00, 7.467605e-01, -2.897750e-01
1.830760e+00, 1.095854e-01, 2.697277e+00, 4.297605e-01, 3.928595e+00, 7.410995e-01, 4.802635e+00, 1.047686e+00, 5.451983e+00, 1.351256e+00, 5.950926e+00, 1.652787e+00, 6.344318e+00, 1.952872e+00, 6.660843e+00, 2.251894e+00, 6.919700e+00, 2.550113e+00, 7.134220e+00, 2.847711e+00, 7.313947e+00, 3.144823e+00, 7.465894e+00, 3.441549e+00, 7.595330e+00, 3.737965e+00, 7.706284e+00, 4.034132e+00, 7.801894e+00, 4.330098e+00, 7.884636e+00, 4.625903e+00, 7.956491e+00, 4.921578e+00, 8.019060e+00, 5.217151e+00, 8.073653e+00, 5.512643e+00, 8.121348e+00, 5.808072e+00, 8.163044e+00, 6.103455e+00, 8.199492e+00, 6.398804e+00, 8.231329e+00, 6.694131e+00, 8.259091e+00, 6.989445e+00, 8.283241e+00, 7.284753e+00, 8.304174e+00, 7.580063e+00, 8.322231e+00, 7.875380e+00, 8.337707e+00, 8.170708e+00, 8.350861e+00, 8.466051e+00, 7.264272e-01, -3.554413e-01
1.830760e+00, 1.095854e-01, 2.539182e+00, 4.302924e-01, 3.734761e+00, 7.423886e-01, 4.597671e+00, 1.049675e+00, 5.246581e+00, 1.353839e+00, 5.749796e+00, 1.655857e+00, 6.149415e+00, 1.956333e+00, 6.472797e+00, 2.255666e+00, 6.738490e+00, 2.554127e+00, 6.959515e+00, 2.851911e+00, 7.145276e+00, 3.149161e+00, 7.302738e+00, 3.445984e+00, 7.437165e+00, 3.742465e+00, 7.552608e+00, 4.038669e+00, 7.652237e+00, 4.334650e+00, 7.738565e+00, 4.630449e+00, 7.813608e+00, 4.926103e+00, 7.879004e+00, 5.221640e+00, 7.936095e+00, 5.517086e+00, 7.985991e+00, 5.812460e+00, 8.029618e+00, 6.107780e+00, 8.067753e+00, 6.403061e+00, 8.101053e+00, 6.698314e+00, 8.130079e+00, 6.993550e+00, 8.155307e+00, 7.288779e+00, 8.177151e+00, 7.584006e+00, 8.195965e+00, 7.879240e+00, 8.212060e+00, 8.174483e+00, 8.225704e+00, 8.469742e+00, 7.010027e-01, -4.185254e-01
