0.000000e+00, 0.000000e+00, 2.210485e-01, 1.326291e-01, -0.000000e+00, 0.000000e+00, 0.000000e+00
0.000000e+00, 3.125000e-02, 2.210485e-01, 1.326291e-01, -1.950903e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 6.250000e-02, 2.210485e-01, 1.326291e-01, -3.826834e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 9.375000e-02, 2.210485e-01, 1.326291e-01, -5.555702e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 1.250000e-01, 2.210485e-01, 1.326291e-01, -7.071068e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 1.562500e-01, 2.210485e-01, 1.326291e-01, -8.314696e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 1.875000e-01, 2.210485e-01, 1.326291e-01, -9.238795e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 2.187500e-01, 2.210485e-01, 1.326291e-01, -9.807853e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 2.500000e-01, 2.210485e-01, 1.326291e-01, -1.000000e+00, 0.000000e+00, 0.000000e+00
0.000000e+00, 2.812500e-01, 2.210485e-01, 1.326291e-01, -9.807853e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 3.125000e-01, 2.210485e-01, 1.326291e-01, -9.238795e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 3.437500e-01, 2.210485e-01, 1.326291e-01, -8.314696e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 3.750000e-01, 2.210485e-01, 1.326291e-01, -7.071068e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 4.062500e-01, 2.210485e-01, 1.326291e-01, -5.555702e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 4.375000e-01, 2.210485e-01, 1.326291e-01, -3.826834e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 4.687500e-01, 2.210485e-01, 1.326291e-01, -1.950903e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 5.000000e-01, 2.210485e-01, 1.326291e-01, -3.589793e-09, 0.000000e+00, 0.000000e+00
0.000000e+00, 5.312500e-01, 2.210485e-01, 1.326291e-01, 1.950903e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 5.625000e-01, 2.210485e-01, 1.326291e-01, 3.826834e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 5.937500e-01, 2.210485e-01, 1.326291e-01, 5.555702e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 6.250000e-01, 2.210485e-01, 1.326291e-01, 7.071068e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 6.562500e-01, 2.210485e-01, 1.326291e-01, 8.314696e-01, 0.000000e+00, 0.000000e+00
0.000000e+00, 6.875000e-01, 2.210485e-01, 1.326291e-01, 9.238795e-01, 0.000000e+00, 0.000000e+00
