-5.000000e-01, -1.076938e-08
-4.841270e-01, -9.956786e-02
-4.682540e-01, -1.981462e-01
-4.523810e-01, -2.947552e-01
-4.365079e-01, -3.884348e-01
-4.206349e-01, -4.782540e-01
-4.047619e-01, -5.633201e-01
-3.888889e-01, -6.427876e-01
-3.730159e-01, -7.158669e-01
-3.571429e-01, -7.818315e-01
-3.412698e-01, -8.400259e-01
-3.253968e-01, -8.898718e-01
-3.095238e-01, -9.308738e-01
-2.936508e-01, -9.626242e-01
-2.777778e-01, -9.848078e-01
-2.619048e-01, -9.972038e-01
-2.460317e-01, -9.996892e-01
-2.301587e-01, -9.922392e-01
-2.142857e-01, -9.749279e-01
-1.984127e-01, -9.479273e-01
-1.825397e-01, -9.115058e-01
-1.666667e-01, -8.660254e-01
-1.507937e-01, -8.119380e-01
-1.349206e-01, -7.497812e-01
-1.190476e-01, -6.801727e-01
-1.031746e-01, -6.038044e-01
-8.730159e-02, -5.214352e-01
-7.142857e-02, -4.338837e-01
-5.555556e-02, -3.420201e-01
-3.968254e-02, -2.467574e-01
-2.380952e-02, -1.490423e-01
-7.936508e-03, -4.984588e-02
7.936508e-03, 4.984589e-02
2.380952e-02, 1.490423e-01
3.968254e-02, 2.467574e-01
5.555556e-02, 3.420201e-01
7.142857e-02, 4.338837e-01
8.730159e-02, 5.214352e-01
1.031746e-01, 6.038044e-01
1.190476e-01, 6.801727e-01
1.349206e-01, 7.497812e-01
1.507937e-01, 8.119380e-01
1.666667e-01, 8.660254e-01
1.825397e-01, 9.115059e-01
1.984127e-01, 9.479273e-01
2.142857e-01, 9.749279e-01
2.301587e-01, 9.922392e-01
2.460317e-01, 9.996892e-01
2.619048e-01, 9.972038e-01
2.777778e-01, 9.848078e-01
2.936508e-01, 9.626242e-01
3.095238e-01, 9.308737e-01
3.253968e-01, 8.898718e-01
3.412698e-01, 8.400259e-01
3.571429e-01, 7.818315e-01
3.730159e-01, 7.158668e-01
3.888889e-01, 6.427876e-01
4.047619e-01, 5.633201e-01
4.206349e-01, 4.782540e-01
4.365079e-01, 3.884348e-01
4.523810e-01, 2.947552e-01
4.682540e-01, 1.981461e-01
4.841270e-01, 9.956784e-02
5.000000e-01, -3.589793e-09
