1 1.175370e-01
2 1.294154e-01
3 1.161029e-01
4 1.031281e-01
5 8.981034e-02
6 7.652637e-02
7 6.517017e-02
8 5.705378e-02
9 4.849312e-02
10 4.002078e-02
11 3.316706e-02
12 2.669525e-02
13 2.218498e-02
14 1.795271e-02
15 1.499350e-02
16 1.206807e-02
17 8.703559e-03
18 6.625097e-03
19 4.884386e-03
20 3.538581e-03
21 2.507145e-03
22 1.553650e-03
23 9.093271e-04
24 6.079501e-04
25 2.312289e-04
26 8.313848e-05
27 2.078462e-05
28 1.818654e-05
29 1.299039e-05
30 0.000000e+00
