1.000000e-02, 9.999500e-01, 9.999833e-03, -9.999833e-03, 9.999500e-01, -5.000000e-01
2.000000e-02, 9.998000e-01, 1.999867e-02, -1.999867e-02, 9.998000e-01, -5.000000e-01
3.000000e-02, 9.995500e-01, 2.999550e-02, -2.999550e-02, 9.995500e-01, -5.000000e-01
4.000000e-02, 9.992001e-01, 3.998933e-02, -3.998933e-02, 9.992001e-01, -5.000000e-01
5.000000e-02, 9.987503e-01, 4.997917e-02, -4.997917e-02, 9.987503e-01, -5.000000e-01
6.000000e-02, 9.982005e-01, 5.996401e-02, -5.996401e-02, 9.982005e-01, -5.000000e-01
7.000000e-02, 9.975510e-01, 6.994285e-02, -6.994285e-02, 9.975510e-01, -5.000000e-01
8.000000e-02, 9.968017e-01, 7.991469e-02, -7.991469e-02, 9.968017e-01, -5.000000e-01
9.000000e-02, 9.959527e-01, 8.987855e-02, -8.987855e-02, 9.959527e-01, -5.000000e-01
1.000000e-01, 9.950042e-01, 9.983342e-02, -9.983342e-02, 9.950042e-01, -5.000000e-01
1.100000e-01, 9.939561e-01, 1.097783e-01, -1.097783e-01, 9.939561e-01, -5.000000e-01
1.200000e-01, 9.928086e-01, 1.197122e-01, -1.197122e-01, 9.928086e-01, -5.000000e-01
1.300000e-01, 9.915619e-01, 1.296341e-01, -1.296341e-01, 9.915619e-01, -5.000000e-01
1.400000e-01, 9.902160e-01, 1.395431e-01, -1.395431e-01, 9.902160e-01, -5.000000e-01
1.500000e-01, 9.887711e-01, 1.494381e-01, -1.494381e-01, 9.887711e-01, -5.000000e-01
1.600000e-01, 9.872273e-01, 1.593182e-01, -1.593182e-01, 9.872273e-01, -5.000000e-01
1.700000e-01, 9.855848e-01, 1.691823e-01, -1.691823e-01, 9.855848e-01, -5.000000e-01
1.800000e-01, 9.838437e-01, 1.790296e-01, -1.790296e-01, 9.838437e-01, -5.000000e-01
1.900000e-01, 9.820042e-01, 1.888589e-01, -1.888589e-01, 9.820042e-01, -5.000000e-01
2.000000e-01, 9.800666e-01, 1.986693e-01, -1.986693e-01, 9.800666e-01, -5.000000e-01
2.100000e-01, 9.780309e-01, 2.084599e-01, -2.084599e-01, 9.780309e-01, -5.000000e-01
2.200000e-01, 9.758974e-01, 2.182296e-01, -2.182296e-01, 9.758974e-01, -5.000000e-01
2.300000e-01, 9.736664e-01, 2.279775e-01, -2.279775e-01, 9.736664e-01, -5.000000e-01
2.400000e-01, 9.713380e-01, 2.377026e-01, -2.377026e-01, 9.713380e-01, -5.000000e-01
2.500000e-01, 9.689124e-01, 2.474040e-01, -2.474040e-01, 9.689124e-01, -5.000000e-01
2.600000e-01, 9.663900e-01, 2.570806e-01, -2.570806e-01, 9.663900e-01, -5.000000e-01
2.700000e-01, 9.637709e-01, 2.667314e-01, -2.667314e-01, 9.637709e-01, -5.000000e-01
2.800000e-01, 9.610554e-01, 2.763556e-01, -2.763556e-01, 9.610554e-01, -5.000000e-01
2.900000e-01, 9.582439e-01, 2.859522e-01, -2.859522e-01, 9.582439e-01, -5.000000e-01
3.000000e-01, 9.553365e-01, 2.955202e-01, -2.955202e-01, 9.553365e-01, -5.000000e-01
3.100000e-01, 9.523336e-01, 3.050586e-01, -3.050586e-01, 9.523336e-01, -5.000000e-01
3.200000e-01, 9.492354e-01, 3.145666e-01, -3.145666e-01, 9.492354e-01, -5.000000e-01
3.300000e-01, 9.460423e-01, 3.240430e-01, -3.240430e-01, 9.460423e-01, -5.000000e-01
3.400000e-01, 9.427547e-01, 3.334871e-01, -3.334871e-01, 9.427547e-01, -5.000000e-01
3.500000e-01, 9.393727e-01, 3.428978e-01, -3.428978e-01, 9.393727e-01, -5.000000e-01
3.600000e-01, 9.358968e-01, 3.522742e-01, -3.522742e-01, 9.358968e-01, -5.000000e-01
3.700000e-01, 9.323273e-01, 3.616154e-01, -3.616154e-01, 9.323273e-01, -5.000000e-01
3.800000e-01, 9.286646e-01, 3.709205e-01, -3.709205e-01, 9.286646e-01, -5.000000e-01
3.900000e-01, 9.249091e-01, 3.801884e-01, -3.801884e-01, 9.249091e-01, -5.000000e-01
4.000000e-01, 9.210610e-01, 3.894183e-01, -3.894183e-01, 9.210610e-01, -5.000000e-01
4.100000e-01, 9.171208e-01, 3.986093e-01, -3.986093e-01, 9.171208e-01, -5.000000e-01
4.200000e-01, 9.130889e-01, 4.077605e-01, -4.077605e-01, 9.130889e-01, -5.000000e-01
4.300000e-01, 9.089657e-01, 4.168708e-01, -4.168708e-01, 9.089657e-01, -5.000000e-01
4.400000e-01, 9.047517e-01, 4.259395e-01, -4.259395e-01, 9.047517e-01, -5.000000e-01
4.500000e-01, 9.004471e-01, 4.349655e-01, -4.349655e-01, 9.004471e-01, -5.000000e-01
4.600000e-01, 8.960525e-01, 4.439481e-01, -4.439481e-01, 8.960525e-01, -5.000000e-01
4.700000e-01, 8.915683e-01, 4.528863e-01, -4.528863e-01, 8.915683e-01, -5.000000e-01
4.800000e-01, 8.869949e-01, 4.617792e-01, -4.617792e-01, 8.869949e-01, -5.000000e-01
4.900000e-01, 8.823329e-01, 4.706259e-01, -4.706259e-01, 8.823329e-01, -5.000000e-01
5.000000e-01, 8.775826e-01, 4.794255e-01, -4.794255e-01, 8.775826e-01, -5.000000e-01
5.100000e-01, 8.727445e-01, 4.881772e-01, -4.881772e-01, 8.727445e-01, -5.000000e-01
5.200000e-01, 8.678192e-01, 4.968801e-01, -4.968801e-01, 8.678192e-01, -5.000000e-01
5.300000e-01, 8.628071e-01, 5.055333e-01, -5.055333e-01, 8.628071e-01, -5.000000e-01
