0.770513 0.637424
1.053539 0.880295
1.083845 0.914676
1.101319 0.938702
1.113051 0.958159
1.121438 0.974989
1.127601 0.990092
1.132163 1.003966
1.135508 1.016917
1.137890 1.029144
1.139487 1.040787
1.140430 1.051946
1.140816 1.062697
1.140721 1.073098
1.140205 1.083195
1.139316 1.093023
1.138093 1.102612
1.136570 1.111986
1.134774 1.121167
1.132728 1.130169
1.130453 1.139009
1.127965 1.147698
1.125280 1.156247
1.122412 1.164665
1.119371 1.172960
1.116168 1.181140
1.112813 1.189211
1.109313 1.197178
1.105677 1.205046
1.101910 1.212820
1.098020 1.220503
1.094012 1.228099
1.089890 1.235612
1.085660 1.243044
1.081327 1.250397
1.076893 1.257675
1.072362 1.264880
1.067739 1.272013
1.063026 1.279076
1.058227 1.286071
1.053343 1.293000
1.048378 1.299864
1.043335 1.306663
1.038214 1.313401
1.033020 1.320076
1.027753 1.326692
1.022416 1.333247
1.017010 1.339745
1.011537 1.346184
1.006000 1.352566
1.000398 1.358892
0.994735 1.365163
0.989011 1.371378
0.983228 1.377539
0.977386 1.383646
0.971488 1.389699
0.965535 1.395700
0.959527 1.401648
0.953466 1.407544
0.947353 1.413388
0.941188 1.419180
0.934974 1.424922
0.928710 1.430613
0.922398 1.436253
0.916038 1.441843
0.909632 1.447383
0.903181 1.452874
0.896684 1.458315
0.890143 1.463706
0.883559 1.469049
0.876933 1.474343
0.870264 1.479588
0.863555 1.484784
0.856804 1.489932
0.850014 1.495032
0.843185 1.500084
0.836318 1.505087
0.829412 1.510043
0.822469 1.514951
0.815489 1.519811
0.808474 1.524624
0.801422 1.529389
0.794336 1.534107
0.787215 1.538777
0.780061 1.543401
0.772872 1.547977
0.765651 1.552505
0.758398 1.556987
0.751113 1.561422
0.743796 1.565810
0.736448 1.570151
0.729070 1.574445
0.721662 1.578692
0.714225 1.582893
0.706758 1.587046
0.699262 1.591153
0.691739 1.595213
0.684188 1.599227
0.676609 1.603194
0.669004 1.607115
0.661371 1.610988
0.653713 1.614816
0.646030 1.618596
0.638320 1.622330
0.630586 1.626018
0.622828 1.629659
0.615045 1.633254
0.607239 1.636802
0.599409 1.640304
0.591556 1.643759
0.583681 1.647168
0.575784 1.650531
0.567864 1.653847
0.559923 1.657116
0.551961 1.660340
0.543978 1.663516
0.535975 1.666647
0.527951 1.669731
0.519908 1.672768
0.511845 1.675760
0.503763 1.678705
0.495663 1.681603
0.487544 1.684455
0.479407 1.687261
0.471252 1.690021
0.463080 1.692734
0.454890 1.695400
0.446684 1.698021
0.438461 1.700595
0.430223 1.703123
0.421968 1.705604
0.413698 1.708039
0.405412 1.710428
0.397112 1.712770
0.388797 1.715066
0.380468 1.717316
0.372125 1.719520
0.363768 1.721677
0.355398 1.723788
0.347015 1.725852
0.338619 1.727871
0.330210 1.729843
0.321790 1.731769
0.313357 1.733648
0.304913 1.735481
0.296457 1.737268
0.287991 1.739009
0.279514 1.740704
0.271026 1.742352
0.262528 1.743954
0.254020 1.745510
0.245503 1.747020
0.236976 1.748484
0.228440 1.749901
0.219896 1.751273
0.211343 1.752598
0.202782 1.753877
0.194212 1.755110
0.185636 1.756297
0.177051 1.757438
0.168460 1.758533
0.159862 1.759582
0.151257 1.760585
0.142646 1.761541
0.134029 1.762452
0.125406 1.763317
0.116778 1.764136
0.108144 1.764909
0.099506 1.765637
0.090863 1.766318
0.082215 1.766953
0.073563 1.767543
0.064907 1.768087
0.056247 1.768585
0.047584 1.769038
0.038918 1.769444
0.030249 1.769806
0.021578 1.770121
0.012904 1.770391
0.004228 1.770615
-0.004450 1.770794
-0.013130 1.770927
-0.021811 1.771015
-0.030493 1.771057
-0.039176 1.771054
-0.047860 1.771005
-0.056544 1.770911
-0.065228 1.770772
-0.073912 1.770588
-0.082596 1.770358
-0.091279 1.770083
-0.099961 1.769763
-0.108643 1.769398
-0.117322 1.768987
-0.126001 1.768532
-0.134677 1.768032
-0.143351 1.767487
-0.152023 1.766897
-0.160693 1.766262
-0.169359 1.765582
-0.178023 1.764857
-0.186683 1.764088
-0.195340 1.763274
-0.203993 1.762416
-0.212642 1.761513
-0.221287 1.760565
-0.229928 1.759573
-0.238564 1.758537
-0.247195 1.757456
-0.255820 1.756331
-0.264441 1.755162
-0.273055 1.753948
-0.281664 1.752690
-0.290267 1.751389
-0.298864 1.750043
-0.307454 1.748653
-0.316037 1.747220
-0.324613 1.745742
-0.333182 1.744221
-0.341744 1.742656
-0.350298 1.741048
-0.358844 1.739396
-0.367382 1.737700
-0.375912 1.735961
-0.384433 1.734179
-0.392945 1.732353
-0.401448 1.730484
-0.409942 1.728572
-0.418427 1.726616
-0.426902 1.724618
-0.435367 1.722577
-0.443822 1.720493
-0.452267 1.718366
-0.460701 1.716196
-0.469124 1.713983
-0.477537 1.711728
-0.485938 1.709431
-0.494328 1.707091
-0.502706 1.704708
-0.511072 1.702284
-0.519427 1.699817
-0.527769 1.697308
-0.536098 1.694757
-0.544415 1.692163
-0.552719 1.689529
-0.561010 1.686852
-0.569288 1.684133
-0.577552 1.681373
-0.585802 1.678572
-0.594039 1.675729
-0.602261 1.672844
-0.610469 1.669918
-0.618662 1.666951
-0.626841 1.663943
-0.635005 1.660894
-0.643153 1.657804
-0.651286 1.654673
-0.659404 1.651502
-0.667505 1.648289
-0.675591 1.645037
-0.683661 1.641743
-0.691714 1.638410
-0.699751 1.635036
-0.707770 1.631622
-0.715773 1.628168
-0.723759 1.624673
-0.731727 1.621139
-0.739678 1.617566
-0.747611 1.613952
-0.755526 1.610299
-0.763423 1.606607
-0.771301 1.602875
-0.779161 1.599104
-0.787002 1.595293
-0.794825 1.591444
-0.802628 1.587556
-0.810412 1.583629
-0.818176 1.579663
-0.825921 1.575658
-0.833645 1.571615
-0.841350 1.567534
-0.849034 1.563414
-0.856698 1.559256
-0.864342 1.555061
-0.871964 1.550827
-0.879565 1.546555
-0.887146 1.542245
-0.894705 1.537898
-0.902242 1.533514
-0.909757 1.529092
-0.917251 1.524633
-0.924723 1.520136
-0.932172 1.515603
-0.939599 1.511033
-0.947003 1.506426
-0.954384 1.501782
-0.961742 1.497102
-0.969077 1.492385
-0.976389 1.487632
-0.983677 1.482843
-0.990942 1.478018
-0.998182 1.473157
-1.005399 1.468260
-1.012591 1.463327
-1.019759 1.458359
-1.026902 1.453355
-1.034020 1.448317
-1.041114 1.443243
-1.048182 1.438134
-1.055225 1.432990
-1.062243 1.427811
-1.069235 1.422598
-1.076202 1.417350
-1.083142 1.412068
-1.090056 1.406752
-1.096944 1.401401
-1.103806 1.396017
-1.110641 1.390598
-1.117449 1.385146
-1.124230 1.379661
-1.130984 1.374142
-1.137711 1.368590
-1.144410 1.363005
-1.151082 1.357386
-1.157726 1.351735
-1.164343 1.346052
-1.170931 1.340335
