1.000000e-01, 9.990000e+02, 2.002002e-02
1.099000e-01, 9.990000e+02, 1.657560e-02
1.198000e-01, 9.990000e+02, 1.394925e-02
1.297000e-01, 9.990000e+02, 1.190103e-02
1.396000e-01, 9.990000e+02, 1.027291e-02
1.495000e-01, 8.034389e+02, 1.113768e-02
1.594000e-01, 5.302855e+02, 1.484375e-02
1.693000e-01, 3.674158e+02, 1.899146e-02
1.792000e-01, 2.650931e+02, 2.349392e-02
1.891000e-01, 1.979091e+02, 2.826058e-02
1.990000e-01, 1.521055e+02, 3.320312e-02
2.089000e-01, 1.198509e+02, 3.823947e-02
2.188000e-01, 9.649070e+01, 4.329621e-02
2.287000e-01, 7.915227e+01, 4.830969e-02
2.386000e-01, 6.600287e+01, 5.322630e-02
2.485000e-01, 5.583845e+01, 5.800212e-02
2.584000e-01, 4.784705e+01, 6.260223e-02
2.683000e-01, 4.146818e+01, 6.699982e-02
2.782000e-01, 3.630673e+01, 7.117518e-02
2.881000e-01, 3.207881e+01, 7.511474e-02
2.980000e-01, 2.857691e+01, 7.881016e-02
3.079000e-01, 2.564695e+01, 8.225739e-02
3.178000e-01, 2.317286e+01, 8.545601e-02
3.277000e-01, 2.106606e+01, 8.840845e-02
3.376000e-01, 1.925813e+01, 9.111941e-02
3.475000e-01, 1.769562e+01, 9.359540e-02
3.574000e-01, 1.633634e+01, 9.584425e-02
3.673000e-01, 1.514666e+01, 9.787488e-02
3.772000e-01, 1.409956e+01, 9.969677e-02
3.871000e-01, 1.317312e+01, 1.013199e-01
3.970000e-01, 1.234946e+01, 1.027546e-01
4.069000e-01, 1.161383e+01, 1.040110e-01
4.168000e-01, 1.095404e+01, 1.050994e-01
4.267000e-01, 1.035992e+01, 1.060299e-01
4.366000e-01, 9.822943e+00, 1.068122e-01
4.465000e-01, 9.335903e+00, 1.074560e-01
4.564000e-01, 8.892703e+00, 1.079705e-01
4.663000e-01, 8.488141e+00, 1.083644e-01
4.762000e-01, 8.117769e+00, 1.086462e-01
4.861000e-01, 7.777756e+00, 1.088239e-01
4.960000e-01, 7.464797e+00, 1.089052e-01
5.059000e-01, 7.176022e+00, 1.088972e-01
5.158000e-01, 6.908936e+00, 1.088068e-01
5.257000e-01, 6.661362e+00, 1.086403e-01
5.356000e-01, 6.431378e+00, 1.084039e-01
5.455000e-01, 6.217309e+00, 1.081031e-01
5.554000e-01, 6.017665e+00, 1.077433e-01
5.653000e-01, 5.831137e+00, 1.073294e-01
5.752000e-01, 5.656550e+00, 1.068663e-01
5.851000e-01, 5.492883e+00, 1.063578e-01
5.950000e-01, 5.339185e+00, 1.058086e-01
6.049000e-01, 5.194645e+00, 1.052221e-01
6.148000e-01, 5.058521e+00, 1.046017e-01
6.247000e-01, 4.930123e+00, 1.039511e-01
6.346000e-01, 4.808869e+00, 1.032730e-01
6.445000e-01, 4.694207e+00, 1.025704e-01
6.544000e-01, 4.585642e+00, 1.018458e-01
6.643000e-01, 4.482727e+00, 1.011019e-01
6.742000e-01, 4.385061e+00, 1.003406e-01
6.841000e-01, 4.292280e+00, 9.956410e-02
6.940000e-01, 4.204030e+00, 9.877460e-02
7.039000e-01, 4.120011e+00, 9.797375e-02
7.138000e-01, 4.039949e+00, 9.716301e-02
7.237000e-01, 3.963577e+00, 9.634420e-02
7.336000e-01, 3.890654e+00, 9.551878e-02
7.435000e-01, 3.820977e+00, 9.468772e-02
7.534000e-01, 3.754335e+00, 9.385247e-02
7.633000e-01, 3.690543e+00, 9.301419e-02
7.732000e-01, 3.629438e+00, 9.217367e-02
7.831000e-01, 3.570856e+00, 9.133206e-02
7.930000e-01, 3.514645e+00, 9.049032e-02
8.029000e-01, 3.460683e+00, 8.964895e-02
8.128000e-01, 3.408835e+00, 8.880894e-02
8.227000e-01, 3.358989e+00, 8.797077e-02
8.326000e-01, 3.311030e+00, 8.713528e-02
8.425000e-01, 3.264865e+00, 8.630280e-02
8.524000e-01, 3.220394e+00, 8.547402e-02
8.623000e-01, 3.177537e+00, 8.464915e-02
8.722000e-01, 3.136199e+00, 8.382899e-02
8.821000e-01, 3.096314e+00, 8.301363e-02
8.920000e-01, 3.057803e+00, 8.220359e-02
9.019000e-01, 3.020603e+00, 8.139909e-02
9.118000e-01, 2.984652e+00, 8.060038e-02
9.217000e-01, 2.949886e+00, 7.980784e-02
9.316000e-01, 2.916249e+00, 7.902171e-02
9.415000e-01, 2.883697e+00, 7.824196e-02
9.514000e-01, 2.852173e+00, 7.746898e-02
9.613000e-01, 2.821632e+00, 7.670289e-02
9.712000e-01, 2.792027e+00, 7.594394e-02
