1.000000e+00, 1.000000e+00, 1.000000e+00, 1.000000e+00
1.000000e+00, 9.902039e-01, 1.002502e+00, 9.974986e-01
9.990000e-01, 9.804659e-01, 1.005043e+00, 9.950425e-01
9.980000e-01, 9.707788e-01, 1.007625e+00, 9.926216e-01
9.970000e-01, 9.611504e-01, 1.010249e+00, 9.902515e-01
9.960000e-01, 9.515736e-01, 1.012914e+00, 9.879224e-01
9.950000e-01, 9.420485e-01, 1.015623e+00, 9.856375e-01
9.940000e-01, 9.325685e-01, 1.018376e+00, 9.833875e-01
9.930000e-01, 9.231412e-01, 1.021173e+00, 9.811884e-01
9.920000e-01, 9.137600e-01, 1.024016e+00, 9.790313e-01
9.910000e-01, 9.044182e-01, 1.026906e+00, 9.769074e-01
9.900000e-01, 8.951168e-01, 1.029844e+00, 9.748208e-01
9.890000e-01, 8.858564e-01, 1.032830e+00, 9.727759e-01
9.880000e-01, 8.766378e-01, 1.035867e+00, 9.707770e-01
9.870000e-01, 8.674548e-01, 1.038954e+00, 9.688165e-01
9.860000e-01, 8.583019e-01, 1.042093e+00, 9.668870e-01
9.850000e-01, 8.491801e-01, 1.045286e+00, 9.649938e-01
9.840000e-01, 8.400905e-01, 1.048533e+00, 9.631425e-01
9.830000e-01, 8.310276e-01, 1.051835e+00, 9.613268e-01
9.820000e-01, 8.219864e-01, 1.055195e+00, 9.595405e-01
9.810000e-01, 8.129683e-01, 1.058614e+00, 9.577906e-01
9.800000e-01, 8.039686e-01, 1.062092e+00, 9.560717e-01
9.790000e-01, 7.949887e-01, 1.065633e+00, 9.543916e-01
9.780000e-01, 7.860242e-01, 1.069236e+00, 9.527460e-01
9.770000e-01, 7.770709e-01, 1.072904e+00, 9.511315e-01
9.760000e-01, 7.681246e-01, 1.076638e+00, 9.495449e-01
9.750000e-01, 7.591876e-01, 1.080441e+00, 9.479963e-01
9.740000e-01, 7.502504e-01, 1.084314e+00, 9.464719e-01
9.730000e-01, 7.413153e-01, 1.088259e+00, 9.449831e-01
9.720000e-01, 7.323735e-01, 1.092279e+00, 9.435179e-01
9.710000e-01, 7.234278e-01, 1.096375e+00, 9.420895e-01
9.700000e-01, 7.144699e-01, 1.100550e+00, 9.406879e-01
9.690000e-01, 7.054976e-01, 1.104807e+00, 9.393166e-01
9.680000e-01, 6.965034e-01, 1.109147e+00, 9.379682e-01
9.670000e-01, 6.874857e-01, 1.113574e+00, 9.366489e-01
9.660000e-01, 6.784379e-01, 1.118091e+00, 9.353544e-01
9.650000e-01, 6.693539e-01, 1.122700e+00, 9.340824e-01
9.640000e-01, 6.602282e-01, 1.127405e+00, 9.328328e-01
9.630000e-01, 6.510555e-01, 1.132210e+00, 9.316079e-01
9.620000e-01, 6.418265e-01, 1.137118e+00, 9.304005e-01
9.610000e-01, 6.325325e-01, 1.142133e+00, 9.292069e-01
9.600000e-01, 6.231704e-01, 1.147259e+00, 9.280388e-01
9.590000e-01, 6.137281e-01, 1.152502e+00, 9.268883e-01
9.580000e-01, 6.042042e-01, 1.157866e+00, 9.257761e-01
9.570000e-01, 5.945791e-01, 1.163356e+00, 9.246810e-01
9.560000e-01, 5.848352e-01, 1.168979e+00, 9.235885e-01
9.550000e-01, 5.749654e-01, 1.174740e+00, 9.225160e-01
9.540000e-01, 5.649551e-01, 1.180647e+00, 9.214670e-01
9.530000e-01, 5.547828e-01, 1.186708e+00, 9.204323e-01
9.520000e-01, 5.444297e-01, 1.192930e+00, 9.194175e-01
9.510000e-01, 5.338711e-01, 1.199324e+00, 9.184217e-01
9.500000e-01, 5.230774e-01, 1.205900e+00, 9.174427e-01
9.490000e-01, 5.120150e-01, 1.212669e+00, 9.164822e-01
9.480000e-01, 5.006396e-01, 1.219645e+00, 9.155310e-01
9.470000e-01, 4.889059e-01, 1.226845e+00, 9.146033e-01
9.460000e-01, 4.767459e-01, 1.234284e+00, 9.136827e-01
9.450000e-01, 4.640809e-01, 1.241985e+00, 9.127689e-01
9.440000e-01, 4.508105e-01, 1.249973e+00, 9.118678e-01
9.430000e-01, 4.368052e-01, 1.258277e+00, 9.110012e-01
9.420000e-01, 4.218687e-01, 1.266936e+00, 9.101372e-01
9.410000e-01, 4.057371e-01, 1.275997e+00, 9.092903e-01
9.400000e-01, 3.880059e-01, 1.285522e+00, 9.084682e-01
9.390000e-01, 3.680124e-01, 1.295600e+00, 9.076781e-01
9.380000e-01, 3.445511e-01, 1.306358e+00, 9.069474e-01
9.370000e-01, 3.149938e-01, 1.318007e+00, 9.062867e-01
9.360000e-01, 2.713996e-01, 1.330955e+00, 9.056940e-01
9.350000e-01, 1.462516e-01, 1.346401e+00, 9.052877e-01
9.340000e-01, 1.462427e-01, 1.375435e+00, 6.104687e-01
9.330000e-01, 1.462338e-01, 1.405141e+00, 5.495572e-01
9.320000e-01, 1.462249e-01, 1.435534e+00, 5.178376e-01
9.310000e-01, 1.462159e-01, 1.466632e+00, 4.971299e-01
9.300000e-01, 1.462070e-01, 1.498451e+00, 4.821094e-01
9.290000e-01, 1.461981e-01, 1.531009e+00, 4.705277e-01
9.280000e-01, 1.461892e-01, 1.564325e+00, 4.612349e-01
9.270000e-01, 1.461802e-01, 1.598415e+00, 4.535679e-01
9.260000e-01, 1.461713e-01, 1.633301e+00, 4.471109e-01
9.250000e-01, 1.461624e-01, 1.669000e+00, 4.415871e-01
9.240000e-01, 1.459572e-01, 1.705534e+00, 4.358263e-01
9.230000e-01, 1.454761e-01, 1.742975e+00, 4.293274e-01
9.220000e-01, 1.447214e-01, 1.781422e+00, 4.220372e-01
9.210000e-01, 1.436968e-01, 1.820982e+00, 4.139321e-01
9.200000e-01, 1.423900e-01, 1.861772e+00, 4.049286e-01
9.190000e-01, 1.407996e-01, 1.903923e+00, 3.950102e-01
9.180000e-01, 1.389003e-01, 1.947584e+00, 3.840622e-01
9.170000e-01, 1.366792e-01, 1.992930e+00, 3.720411e-01
9.160000e-01, 1.341097e-01, 2.040163e+00, 3.588584e-01
9.150000e-01, 1.311630e-01, 2.089523e+00, 3.444302e-01
9.140000e-01, 1.278007e-01, 2.141300e+00, 3.286535e-01
9.130000e-01, 1.239707e-01, 2.195850e+00, 3.113931e-01
9.120000e-01, 1.196124e-01, 2.253619e+00, 2.925136e-01
9.110000e-01, 1.146480e-01, 2.315180e+00, 2.718587e-01
9.100000e-01, 1.089730e-01, 2.381285e+00, 2.492334e-01
9.090000e-01, 1.024481e-01, 2.452956e+00, 2.244121e-01
9.080000e-01, 9.486959e-02, 2.531645e+00, 1.970902e-01
9.070000e-01, 8.594082e-02, 2.619535e+00, 1.669083e-01
9.060000e-01, 7.517199e-02, 2.720160e+00, 1.333644e-01
9.050000e-01, 6.166452e-02, 2.839935e+00, 9.577397e-02
9.040000e-01, 4.329012e-02, 2.992879e+00, 5.307073e-02
9.030000e-01, 8.085191e-03, 3.223956e+00, 3.237130e-03
9.020000e-01, 8.077295e-03, 4.549618e+00, 3.231449e-03
9.010000e-01, 8.069407e-03, 6.424517e+00, 3.228899e-03
9.000000e-01, 8.061527e-03, 9.077825e+00, 3.227995e-03
8.990000e-01, 8.053655e-03, 1.283501e+01, 3.228061e-03
8.980000e-01, 8.045790e-03, 1.815859e+01, 3.228738e-03
8.970000e-01, 8.037933e-03, 2.570623e+01, 3.229818e-03
8.960000e-01, 8.030083e-03, 3.641368e+01, 3.231169e-03
8.950000e-01, 8.022241e-03, 5.161313e+01, 3.232710e-03
8.940000e-01, 8.014407e-03, 7.320240e+01, 3.234383e-03
8.930000e-01, 8.006580e-03, 1.038868e+02, 3.236151e-03
8.920000e-01, 7.998761e-03, 1.475248e+02, 3.237989e-03
8.910000e-01, 7.990950e-03, 2.096235e+02, 3.239877e-03
8.900000e-01, 7.983146e-03, 2.980478e+02, 3.241805e-03
8.890000e-01, 7.975350e-03, 4.240361e+02, 3.243762e-03
8.880000e-01, 7.967562e-03, 6.036588e+02, 3.245744e-03
8.870000e-01, 7.959781e-03, 8.599088e+02, 3.247745e-03
8.860000e-01, 7.952008e-03, 1.225705e+03, 3.249763e-03
8.850000e-01, 7.944242e-03, 1.748207e+03, 3.251796e-03
8.840000e-01, 7.936484e-03, 2.495017e+03, 3.253841e-03
8.830000e-01, 7.928734e-03, 3.563104e+03, 3.255899e-03
8.820000e-01, 7.920991e-03, 5.091650e+03, 3.257968e-03
8.810000e-01, 7.913256e-03, 7.280547e+03, 3.260049e-03
8.800000e-01, 7.905528e-03, 1.041707e+04, 3.262139e-03
8.790000e-01, 7.897807e-03, 1.491433e+04, 3.264241e-03
8.780000e-01, 7.890095e-03, 2.136679e+04, 3.266352e-03
8.770000e-01, 7.882390e-03, 3.063039e+04, 3.268473e-03
8.760000e-01, 7.874692e-03, 4.393839e+04, 3.270605e-03
8.750000e-01, 7.867002e-03, 6.306882e+04, 3.272747e-03
8.740000e-01, 7.859319e-03, 9.058679e+04, 3.274898e-03
8.730000e-01, 7.851644e-03, 1.301953e+05, 3.277060e-03
8.720000e-01, 7.843976e-03, 1.872433e+05, 3.279232e-03
8.710000e-01, 7.836316e-03, 2.694626e+05, 3.281414e-03
8.700000e-01, 7.828664e-03, 3.880367e+05, 3.283606e-03
8.690000e-01, 7.821019e-03, 5.591516e+05, 3.285808e-03
8.680000e-01, 7.813381e-03, 8.062494e+05, 3.288021e-03
8.670000e-01, 7.805751e-03, 1.163303e+06, 3.290243e-03
8.660000e-01, 7.798128e-03, 1.679580e+06, 3.292476e-03
8.650000e-01, 7.790512e-03, 2.426573e+06, 3.294719e-03
8.640000e-01, 7.782904e-03, 3.508097e+06, 3.296973e-03
8.630000e-01, 7.775304e-03, 5.074997e+06, 3.299237e-03
8.620000e-01, 7.767711e-03, 7.346606e+06, 3.301511e-03
8.610000e-01, 7.760125e-03, 1.064204e+07, 3.303796e-03
8.600000e-01, 7.752547e-03, 1.542592e+07, 3.306091e-03
8.590000e-01, 7.744976e-03, 2.237514e+07, 3.308397e-03
8.580000e-01, 7.737413e-03, 3.247652e+07, 3.310713e-03
8.570000e-01, 7.729857e-03, 4.716968e+07, 3.313040e-03
