1.503601e+02, 1.000000e+00, 1.310640e+03, 0.000000e+00, 2.866936e+03
1.296653e-01, 1.000000e+00, 1.313149e+03, 0.000000e+00, 2.564873e+03
1.486073e+02, 1.000000e+00, 1.268244e+03, 0.000000e+00, 2.780329e+03
1.283040e-01, 1.000000e+00, 1.299384e+03, 0.000000e+00, 2.537963e+03
1.302263e-01, 1.000000e+00, 1.318671e+03, 0.000000e+00, 2.575961e+03
1.238861e-01, 1.000000e+00, 1.254764e+03, 0.000000e+00, 2.450634e+03
1.268657e-01, 1.000000e+00, 1.284703e+03, 0.000000e+00, 2.509532e+03
1.210595e-01, 1.000000e+00, 1.226160e+03, 0.000000e+00, 2.394759e+03
1.220482e-01, 1.000000e+00, 1.236053e+03, 0.000000e+00, 2.414303e+03
1.213935e-01, 1.000000e+00, 1.229392e+03, 0.000000e+00, 2.401361e+03
1.626465e+02, 1.000000e+00, 1.107269e+03, 0.000000e+00, 2.492469e+03
1.203277e-01, 1.000000e+00, 1.218600e+03, 0.000000e+00, 2.380294e+03
1.194126e-01, 1.000000e+00, 1.209315e+03, 0.000000e+00, 2.362205e+03
1.155659e-01, 1.000000e+00, 1.170492e+03, 0.000000e+00, 2.286166e+03
1.150540e-01, 1.000000e+00, 1.165267e+03, 0.000000e+00, 2.276048e+03
1.154924e-01, 1.000000e+00, 1.169618e+03, 0.000000e+00, 2.284713e+03
1.157350e-01, 1.000000e+00, 1.171996e+03, 0.000000e+00, 2.289508e+03
1.059185e-01, 1.000000e+00, 1.072981e+03, 0.000000e+00, 2.095464e+03
1.683219e+02, 1.000000e+00, 1.077147e+03, 0.000000e+00, 2.444360e+03
1.007822e-01, 1.000000e+00, 1.021130e+03, 0.000000e+00, 1.993932e+03
1.682624e+02, 1.000000e+00, 1.023662e+03, 0.000000e+00, 2.339923e+03
1.005400e-01, 1.000000e+00, 1.018640e+03, 0.000000e+00, 1.989144e+03
1.016889e-01, 1.000000e+00, 1.030162e+03, 0.000000e+00, 2.011855e+03
9.323552e-02, 1.000000e+00, 9.448099e+02, 0.000000e+00, 1.844755e+03
9.442282e-02, 1.000000e+00, 9.567257e+02, 0.000000e+00, 1.868224e+03
1.004043e-01, 1.000000e+00, 1.017007e+03, 0.000000e+00, 1.986461e+03
9.922745e-02, 1.000000e+00, 1.005070e+03, 0.000000e+00, 1.963199e+03
9.529550e-02, 1.000000e+00, 9.653339e+02, 0.000000e+00, 1.885475e+03
9.399432e-02, 1.000000e+00, 9.521378e+02, 0.000000e+00, 1.859754e+03
9.695274e-02, 1.000000e+00, 9.819231e+02, 0.000000e+00, 1.918234e+03
1.008110e-01, 1.000000e+00, 1.020779e+03, 0.000000e+00, 1.994501e+03
9.051438e-02, 1.000000e+00, 9.168196e+02, 0.000000e+00, 1.790965e+03
8.931413e-02, 1.000000e+00, 9.046384e+02, 0.000000e+00, 1.767239e+03
8.482465e-02, 1.000000e+00, 8.592487e+02, 0.000000e+00, 1.678495e+03
8.871622e-02, 1.000000e+00, 8.984709e+02, 0.000000e+00, 1.755420e+03
2.048662e+02, 1.000000e+00, 9.000900e+02, 0.000000e+00, 2.169819e+03
9.324350e-02, 1.000000e+00, 9.441223e+02, 0.000000e+00, 1.844912e+03
1.963467e+02, 1.000000e+00, 9.272974e+02, 0.000000e+00, 2.206298e+03
9.577516e-02, 1.000000e+00, 9.696233e+02, 0.000000e+00, 1.894957e+03
9.223990e-02, 1.000000e+00, 9.338852e+02, 0.000000e+00, 1.825074e+03
1.906027e+02, 1.000000e+00, 9.481655e+02, 0.000000e+00, 2.235843e+03
7.993107e-02, 1.000000e+00, 8.095978e+02, 0.000000e+00, 1.581762e+03
7.609531e-02, 1.000000e+00, 7.707976e+02, 0.000000e+00, 1.505939e+03
7.529510e-02, 1.000000e+00, 7.626505e+02, 0.000000e+00, 1.490121e+03
2.024337e+02, 1.000000e+00, 8.826361e+02, 0.000000e+00, 2.130775e+03
8.339585e-02, 1.000000e+00, 8.444103e+02, 0.000000e+00, 1.650251e+03
8.072838e-02, 1.000000e+00, 8.174141e+02, 0.000000e+00, 1.597523e+03
2.130004e+02, 1.000000e+00, 8.192877e+02, 0.000000e+00, 2.027480e+03
2.079200e+02, 1.000000e+00, 8.108213e+02, 0.000000e+00, 2.000815e+03
8.440840e-02, 1.000000e+00, 8.545549e+02, 0.000000e+00, 1.670266e+03
8.541070e-02, 1.000000e+00, 8.646053e+02, 0.000000e+00, 1.690079e+03
7.905073e-02, 1.000000e+00, 8.003400e+02, 0.000000e+00, 1.564360e+03
7.939455e-02, 1.000000e+00, 8.037450e+02, 0.000000e+00, 1.571156e+03
7.284929e-02, 1.000000e+00, 7.375942e+02, 0.000000e+00, 1.441774e+03
7.440746e-02, 1.000000e+00, 7.532618e+02, 0.000000e+00, 1.472575e+03
7.118679e-02, 1.000000e+00, 7.206743e+02, 0.000000e+00, 1.408911e+03
7.934163e-02, 1.000000e+00, 8.029478e+02, 0.000000e+00, 1.570110e+03
2.480393e+02, 1.000000e+00, 7.127923e+02, 0.000000e+00, 1.888043e+03
1.844936e+02, 1.000000e+00, 9.506080e+02, 0.000000e+00, 2.228494e+03
1.002209e-01, 1.000000e+00, 1.013645e+03, 0.000000e+00, 1.982837e+03
7.119129e-02, 1.000000e+00, 7.206003e+02, 0.000000e+00, 1.409000e+03
1.057176e+02, 1.000000e+00, 1.323784e+03, 0.000000e+00, 2.804296e+03
1.306883e-01, 1.000000e+00, 1.320823e+03, 0.000000e+00, 2.585095e+03
9.907120e+01, 1.000000e+00, 1.327110e+03, 0.000000e+00, 2.797654e+03
9.340220e+01, 1.000000e+00, 1.321190e+03, 0.000000e+00, 2.774818e+03
1.162744e-01, 1.000000e+00, 1.175425e+03, 0.000000e+00, 2.300170e+03
1.251417e+02, 1.000000e+00, 1.130966e+03, 0.000000e+00, 2.464659e+03
1.029506e-01, 1.000000e+00, 1.041002e+03, 0.000000e+00, 2.036796e+03
1.174841e-01, 1.000000e+00, 1.187505e+03, 0.000000e+00, 2.324083e+03
1.137030e-01, 1.000000e+00, 1.149309e+03, 0.000000e+00, 2.249341e+03
1.146494e-01, 1.000000e+00, 1.158787e+03, 0.000000e+00, 2.268048e+03
1.132680e+02, 1.000000e+00, 1.174615e+03, 0.000000e+00, 2.526735e+03
1.108578e+02, 1.000000e+00, 1.155841e+03, 0.000000e+00, 2.485147e+03
1.321984e+02, 1.000000e+00, 1.044397e+03, 0.000000e+00, 2.308877e+03
1.498657e+02, 1.000000e+00, 9.598849e+02, 0.000000e+00, 2.178144e+03
9.777721e-02, 1.000000e+00, 9.886454e+02, 0.000000e+00, 1.934532e+03
1.092264e-01, 1.000000e+00, 1.102886e+03, 0.000000e+00, 2.160850e+03
1.124548e+02, 1.000000e+00, 1.079666e+03, 0.000000e+00, 2.338933e+03
1.621955e+02, 1.000000e+00, 8.937746e+02, 0.000000e+00, 2.072922e+03
8.207024e-02, 1.000000e+00, 8.302409e+02, 0.000000e+00, 1.624047e+03
9.393962e-02, 1.000000e+00, 9.498610e+02, 0.000000e+00, 1.858673e+03
9.640721e-02, 1.000000e+00, 9.746753e+02, 0.000000e+00, 1.907450e+03
7.555978e-02, 1.000000e+00, 7.643917e+02, 0.000000e+00, 1.495353e+03
9.724934e-02, 1.000000e+00, 9.830378e+02, 0.000000e+00, 1.924097e+03
9.591016e-02, 1.000000e+00, 9.694685e+02, 0.000000e+00, 1.897625e+03
2.919673e+00, 1.000000e+00, 9.551737e+02, 0.000000e+00, 1.875997e+03
9.209048e-02, 1.000000e+00, 9.308217e+02, 0.000000e+00, 1.822120e+03
9.566945e-02, 1.000000e+00, 9.668428e+02, 0.000000e+00, 1.892867e+03
8.462707e-02, 1.250000e-01, 8.554363e+02, -8.750000e-01, 1.674619e+03
1.594725e+02, 1.250000e-01, 9.410550e+02, -8.750000e-01, 2.160245e+03
2.067828e+02, 1.250000e-01, 8.040271e+02, -8.750000e-01, 1.985240e+03
